Name,Artist,Topic,Lyrics
All I need,Method Man,Other,"You're all that I need, I'll be there for you If you keep it real with me, I'll keep it real wit'chu Loving your whole steeze, it be in there boo On top of that you got the good power you Shorty I'm there for you anytime you need me For real girl, it's me in your world, believe me Nuthin' make a man feel better than a woman Queen with a crown that be down for whatever There are few things thats forever, my lady We can make war or make babies Back when I was nuthin' You made a brother feel like he was something Thats why I'm with you to this day boo, no frontin' Even when the skies were gray You would rub me on my back and say baby it'll be O.K. Now that's real to a brother like me baby Never ever give my pussy away and keep it tight aight And I'm a walk these dogs so we can live In a fat ass crib with thousands of kids Word life you don't need a ring to be my wife Just be there for me I'm a make sure we Be livin' in the fucking lap of luxury I'm realizing that 'cha didn't have to fuck with me But 'cha did, now I'm going all out kid And I got mad love to give, you my nigga You're all that I need, I'll be there for you If you keep it real with me, I'll keep it real wit'chu Loving your whole steeze, it be in there boo On top of that you got the good power you You're all that I need, I'll be there for you If you keep it real with me, I'll keep it real wit'chu Loving your whole steeze, it be in there boo On top of that you got the good power you I got a Love Jones for your body and your skin tone Five minutes alone I'm already on the bone Plus I love the fact you got a mind of your own No need to shop around you got the good shit at home Even if I'm locked up north you in the world Rockin' three-fourths of cloth never showin' your stuff off, boo It be true me for you thats how it is I can be your Noah you can be my Wiz Then I can be your sun, you can be my earth Resurrect the God through birth Best believe You're all that I need, I'll be there for you If you keep it real with me, I'll keep it real wit'chu Loving your whole steeze, it be in there boo On top of that you got the good power you You're all that I need, I'll be there for you If you keep it real with me, I'll keep it real wit'chu Loving your whole steeze, it be in there boo On top of that you got the good power you"
One More Chance,Biggie,Other,"Don't go, don't go, don't go, I love you so One more chance Biggie give me one more chance One more chance Biggie give me one more chance First things first I poppa freaks all the honies Dummies, playboy bunnies those wanting money Those the ones I like because they don't get Nathan But penetration unless it smells like sanitation Garbage I turn like doorknobs Heart throb never black and ugly as ever However I stay Coogi down to the socks Rings and watch filled with rocks And my jam knock in the Mitsubishi Girls pee pee when they see me Navajos creep me in they tee pee As I lay down laws like Alan Coppet Stop it, if you think they gonna make a prophet Don't see my ones, don't see my guns, get it Now tell ya friends Poppa hit it then split it In two as I flow with the junior mafia I don't know what the hell's stopping ya I'm clocking you, Versace shades watching you Once ya grin, I'm in game, begin First I talk about how I dresses this In diamond necklasses, stretch Lexuses The sex is just immaculate from the back I get Deeper and deeper, help ya reach the Climax that your man can't make Call him, tell him you'll be home real late and sing the break Biggie here I am All I need is one more chance I will love you by yourself Because you don't need nobody else She's sick of that song on how it's so long Thought he worked his until I handled my biz There I is, Major Payne like Damon Wayans Low down dirty even like his brother Keenan Scheming, don't leave your girl round me True player for real, ask Puff Daddy You ringing bells with bags from Chanel Baby Benz, traded in your Hyundai Excel Fully equipped, CD changer with the cell She beeped me, meet me at twelve Where you at? flipping jobs, paying car notes? While I'm swimming in your women like the breast stroke Right stroke, left stroke was the best stroke Death stroke tongue all down her throat Nuttin' left to do but send her home to you I'm through can ya sing the song for me, boo? One more chance (One more chance) Biggie give me one more chance (Give me one more chance) One more chance Biggie give me one more chance One more chance So, what's it gonna be? Him or me? We can cruise the world with pearls, gator boots for girls The envy of all women, crush linen Cartier wrist wear with diamonds in 'em The finest women I love with a passion Your man's a wimp, I give that ass a good thrashing High fashion, flyin' into all states Sexing me while your man masturbates Isn't this great? Your flight leaves at eight Her flight lands at nine, my game just rewinds Lyrically I'm supposed to represent I'm not only the client, I'm the player president One more chance Biggie give me one more chance (One more chance) One more chance Biggie give me one more chance All I need is one more chance (One more chance) I will love you by yourself (Biggie give me one more chance) Because you don't need nobody else (One more chance) Biggie here I am"
Ice Cream,Raekwon,Other,"Watch these rap niggas get all up in your guts French-vanilla, butter-pecan, chocolate-deluxe Even caramel sundaes is gettin' touched And scooped in my ice cream truck, Wu tears it up Yo honey-dips, summertime, fine Jheri drippin' See you on Pickens with a bunch of chickens how you're clickin' I catch shootin' strong notes as we got close She rocked rope, honey throat smellin' like Impulse Your whole shell baby's wicked like Nimrod Caught me like a fresh-water scrod, or may I not be God Attitude is very rude Boo, crabby like seafood It turns me on like Vassey and Lahrule They call me Starky Love-hun, check the strategy By any means, Shirley Temple cross was done by Billie Jean's Black Misses America, your name is Erica, right true Lazy eyeball, small piece, six shoe Caramel complexion, breath smellin' like cinnamon Excuse me hon, the Don mean no harm, turn around again God damn, backyard's bangin' like a Benz-why If I was jiggy, you'd be spotted like Spudz McKenzie I'm high powered put Adina Howard to sleep Yo pardon, that bitch been on my mind all week, but uh Back to you Maybelline Queen let's make a team You can have anything in this world except CREAM So whatchu want to do? Whatchu want to do? Let's go ahead and walk these dogs and represent Wu Watch these rap niggas get all up in your guts French-vanilla, butter-pecan, chocolate-deluxe Even caramel sundaes is gettin' touched And scooped in my ice cream truck, Wu tears it up Shaolin's finest, whattup Boo, peace your highness Yo I'm loungin', big dick style, y'all niggaz is the flyest Moves you're making too fly jewels are shaking Not a rape patient, you're looking good fly colored Asian Ghettos, them is your hometown, we can go the whole round After that, I'm shootin' downtown I'm rockin' hats and you wig is all intact Who's that queen bee chick, eyes curly black Freaks be movin' in fly sneaks Two finger rings and gold teeth, and ain't afraid to hold heat So when I step in the square dear You better have CREAM to share, Ricans, ven aqui yeah Watch these rap niggas get all up in your guts French-vanilla, butter-pecan, chocolate-deluxe Even caramel sundaes is gettin' touched And scooped in my ice cream truck, Wu tears it up Black chocolate girl wonder, shade brown like Thunder Politic til your deficit step, gimme your number Your sexy persuasive ta-ta's and thighs Catch my eyes like highs I want your bodily surprise Double dime some time, Ice Cream you got me fallin' out Like a cripple, I love you like I love my dick size Ooh baby I miss you, your sweet tender touches Take pulls off the dutches, orgasm in my mindstate Masterbate in your clutches, I want you for self Like wealth, so play me closely Bitches paranoia for the sting, who want the most of me Only a hard dozen want to be callin' me cousin Thirsty for my catalog, baby shoppin' spree you're lovin' Call me if you want to get dug like the pockets I jizm like a giant break brooms out of their sockets Wu-Tang in the cut, for real niggaz what? It's the after party and bitches want to fuck Watch these rap niggas get all up in your guts French-vanilla, butter-pecan, chocolate-deluxe Even caramel sundaes is gettin' touched And scooped in my ice cream truck, Wu tears it up Ice cold bitches melt down when my clutch And what they titties sucked, ice cream Yeah, your guts Watch these rap niggas get all up in your guts French-vanilla, butter-pecan, chocolate-deluxe Even caramel sundaes is gettin' touched And scooped in my ice cream truck, Wu tears it up Ice cold bitches melt down when in the clutch They want they titties sucked, ice cream One love to my chocolate deluxes, keep your nails done And your wigs tight, word up One love to my butter-pecan Ricans for calling me papi That's for real One love to caramel sundaes, with the cherries on top Yeah And big up to my french vanillas Parlez vous, francais, mi amor, merci, oui oui, bon bons And all that good stuff That good stuff"
Doo Wop,Lauryn Hill,Other,"Yo, remember back on the boogie when cats use to harmonize like... Whooo, whooo whooo whooo, Yo, my men and my women, Don't forget about the dean, Sirat al-Mustaqim Yo, its about a thing, uh If ya feel real good wave your hands in the air And 'lick' two shots in the atmosphere... Yeah, yeah yeah yeah yeah Yeah, yeah yeah yeah yeah... It's been three weeks since you've been looking for your friend The one you let hit it and never called you again 'Member when he told you he was 'bout the Benjamin's You act like you ain't hear him then gave him a little trim To begin, how you think you really gon' pretend Like you wasn't down then you called him again Plus when you give it up so easy you ain't even foolin' him If you did it then, then you'd probably fuck again Talking out your neck sayin' you're a Christian A Muslim sleeping with the gin Now that was the sin that did Jezebel in Who you gon' tell when the reprocussions spin Showing off your ass 'cause you're thinking it's a trend Girlfriend, let me break it down for you again You know I only say it 'cause I'm truly genuine Don't be a hard rock when you really are a gem Baby girl, respect is just a minimum Niggas fucked up and you still defending 'em Now Lauryn is only human Don't think I haven't been through the same predicament Let it sit inside your head like a million women in Philly, Penn. It's silly when girls sell their soul because it's in Look at where you be in hair weaves like Europeans Fake nails done by Koreans Come again Win win come again, brethren come again, my friend come again, yo come again Guys you know you better watch out Some girls, some girls are only about That thing, that thing, that thing That thing, that thing, that thing The second verse is dedicated to the men More concerned with his rims and his Tims than his women Him and his men come in the club like hooligans Don't care who they offend popping yang like you got yen Let's not pretend, they wanna pack pistol by they waist men Crystal by the case men, still in they mother's basement The pretty face men, claiming that they did a bid men Need to take care of their three and four kids then They facing a court case when the child's support late Money taking, heart breaking now you wonder why women hate men The sneaky silent men, the punk domestic violence men The quick to shoot the semen stop acting like boys and be men How you gon' win when you ain't right within How you gon' win when you ain't right within How you gon' win when you ain't right within Uh uh Come again Yo yo Come again, brethren come again, sistren come again, come again Watch out watch out, look out look out, Watch out watch out, look out look out. Girls you know you better watch out Some guys, some guys are only about That thing, that thing, that thing That thing, that thing, that thing Guys you know you better watch out Some girls, some girls are only about That thing, that thing, that thing That thing, that thing, that thing"
Dr. Knockboot,Nas,Other,"Hell yeah Check it check it check, check check Yo, when it come to sex advice, I'm the one to call If you a virgin with blue balls or you tear down walls Not Dr. Ruth, call me Dr. Knockboot Pimped out hats, rock fashionable suits A class for the youth, Sex Ed for your head The do's and don'ts, that should happen in the bed First, DON'T: run up in her raw cause you get burned For sure, fuckin' with the typical whore, because DO: rock a Rough Ryder, whenever you inside her Your local bodega is your supplier And DON'T: take the pussy, if she fightin' Cause you saw what happened to 2Pac and Mike Tyson 'Specially if you large, some hoes is trife Get you on a rape charge, have you servin' your life Yo, DO: get a yes confirmation before penetration You wind up in a police station DON'T: get with no young bitch and hit it She PG-13, you rated R, she not permitted DO: check for ID, whenever chillin' V.I.P With fly shorty P.Y.T Yo, DON'T: lie about the cars you got Or who you hang with, frontin' when you borrowed your watch Yo, DO: play your game right, if the G's tight Then you can fuck shorty the same night Yo, DON'T: trick when you don't have to You think you ballin'? You turn your back they laughin' at you You don't gotta keep repeatin you a thug, she heard you In fact, she attracted to your man that herbed you DO: spend a lil' dough, only if you know The bitch gross a lil' somethin' too bro DON'T: eat the pussy the first night Maker her bless you, we call that shit gesundheit DO: set the mood right, Bailey's with ice A cup of Thug Passion'll make everything right Yo, DON'T: pop shit like you Daddy Longdick When you come fast like Fed-Ex and bust too quick DO: hit positions she will find interest in DON'T: hit the pussy if that shit's blisterin' Hope you're listenin', turn up your transisterin' Hot 97, KISS-FM or B-L-S, with your hand up her dress Chillin' with your girl while you thinkin' 'bout ya ex Not too easy not too complex I break it down, how to adress, the opposite sex Problems or questions, I can answer them best Signin' off Dr. Knockboot at your request, peace Rest havens Fuck y'all bitches Y'all niggas get y'all shit tight Dr. Knockboot gotta come take y'all bitches from ya! AIGHT?! We out!"
I Ain't no joke,"Rakim, Eric B.",Other,"I ain't no joke, I used to let the mic smoke Now I slam it when I'm done and make sure it's broke When I'm gone no one gets on cause I won't let Nobody press up and mess up the scene I set I like to stand in a crowd and watch the people wonder damn But think about it then you'll understand I'm just an addict addicted to music Maybe it's a habit, I gotta use it Even if it's jazz or the quiet storm I hook a beat up convert it in a hip-hop form Write a rhyme in graffitti in every show you see me in Deep concentration cause I'm no comedian Jokers are wild if you wanna be tame I treat you like a child then you're gonna be named Another enemy, not even a friend of me Cause you'll get fried in the end if you pretend to be Competing cause I just put your mind on pause And I can beat you when you compare my rhyme wit yours I wake you up and as I stare in your face you seem stun Remember me, the one you got your idea from But soon you start to suffer but you only get rougher When you start to stutter that's when you had enough of Biting it, I make you choke, you can't provoke You can't cope, you should of broke cause I ain't no joke I got a question, it's serious as cancer Who can keep the average dancer Hyper as a heart attack nobody smiling Cause you're expressing the rhyme that I'm styling This is what we all sit down to write You can't make it so you take it home, break it and bite Use pieces and bits of all the hip-hop hits Get the style down pack then it's time to switch Put my tape on pause and add some more to yours Then you figure you're ready for the neighborhood chores The e-m-c-e-e don't even try to be When you come up to speak, don't even lie to me You like to exaggerate, dream and imaginate Then change the rhyme around, that can aggravate me So when you see me come up, freeze Or you'll be one of those 7 mc's They think that I'm a new jack but only if they knew that They who think wrong are they who can't do that Style that I'm doing, they might ruin Patterns of paragraphs based on you and Your offbeat dj, if anything he play Sound familiar, I'll wait til e say Play 'em, so I'mma have to dis and broke You could get a smack for this, I ain't no joke I hold the microphone like a grudge B'll hold the record so the needle don't budge I hold a conversation cause when I invent I nominated my dj the president When I'm senile, people freestyle, going steadily So pucker up and whistle my melody But whatever you do, don't miss one They'll be another rough rhyme after this one Before you know it, you're following and fiendin' Waiting for the punchline to get the meaning Like before the middle of my story I'm telling Nobody beats the r so stop yelling Save it, put it in your pocket for later Cause I'm moving the crowd and b a record fader No interruptions and the mic is broke When I'm gone, then you can joke Cause everything is real on a serious tip Keep playing and I get furious quick And take you for a walk through hell Feed your dome then watch your eyeballs swell Guide you out of triple state darkness When it get dark again then I'mma spark this Microphone cause the heat is on, you see smoke And I'm finish when the beat is gone, I'm no joke"
CREAM,Wu-Tang Clan,Other,"What that nigga want God? Word up, look out for the cops (Wu-Tang five finger shit) (Cash Rules) Word up, two for fives over here baby Word up, two for fives them niggas got garbage down the way, word up Know what I'm sayin'? (Cash Rules Everything Around Me C.R.E.A.M. get) Yeah, check this ol' fly shit out Word up (Cash Rules Everything Around Me) Take you on a natural joint (C.R.E.A.M. get the money) Here we here we go (Dolla dolla bill y'all) Check this shit, yo! I grew up on the crime side, the New York Times side Staying alive was no jive Had second hands, moms bounced on old men So then we moved to Shaolin land A young youth, yo rockin' the gold tooth, 'Lo goose Only way, I begin to G off was drug loot And let's start it like this son, rollin' with this one And that one, pullin' out gats for fun But it was just a dream for the teen, who was a fiend Started smokin' woolas at sixteen And running up in gates, and doing hits for high stakes Making my way on fire escapes No question I would speed, for cracks and weed The combination made my eyes bleed No question I would flow off, and try to get the dough all Sticking up white boys in ball courts My life got no better, same damn 'Lo sweater Times is ruff and tuff like leather Figured out I went the wrong route So I got with a sick ass click and went all out Catchin' keys from across seas Rollin in MPV's, every week we made forty G's Yo nigga respect mine, or here go the TEC-9 Ch-chick-POW! Move from the gate now Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all It's been twenty-two long hard years, I'm still strugglin' Survival got me buggin', but I'm alive on arrival I peep at the shape of the streets And stay awake to the ways of the world 'cause shit is deep A man with a dream with plans to make C.R.E.A.M. Which failed I went to jail at the age of 15 A young buck sellin' drugs and such who never had much Trying to get a clutch at what I could not The court played me short, now I face incarceration Pacin' going upstate's my destination Handcuffed in back of a bus, forty of us Life as a shorty shouldn't be so rough But as the world turns I learned life is hell Living in the world no different from a cell Everyday I escape from Jakes givin' chase, sellin' base Smokin' bones in the staircase Though I don't know why I chose to smoke sess I guess that's the time when I'm not depressed But I'm still depressed, and I ask what's it worth? Ready to give up so I seek the Old Earth Who explained working hard may help you maintain To learn to overcome the heartaches and pain We got stickup kids, corrupt cops, and crack rocks And stray shots, all on the block that stays hot Leave it up to me while I be living proof To kick the truth to the young black youth But shorty's running wild smokin' sess drinkin' beer And ain't trying to hear what I'm kickin' in his ear Neglected, for now, but yo, it gots to be accepted That what? That life is hectic Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all Cash, Rules, Everything, Around, Me C.R.E.A.M. Get the money Dollar, dollar bill y'all"
The Humpty Dance,Digital Underground,Other,"All right! Stop whatcha doin' 'Cause I'm about to ruin The image and the style that ya used to I look funny But yo I'm makin' money, see So yo world I hope you're ready for me Now gather round I'm the new fool in town And my sound's laid down by the Underground I drink up all the Hennessey ya got on ya shelf So just let me introduce myself My name is Humpty, pronounced with a Umpty Yo ladies, oh how I like to hump thee And all the rappers in the top ten--please allow me to bump thee I'm steppin' tall, y'all And just like Humpty Dumpty You're gonna fall when the stereos pump me I like to rhyme I like my beats funky I'm spunky. I like my oatmeal lumpy I'm sick wit dis, straight gangsta mack But sometimes I get ridiculous I'll eat up all your crackers and your licorice Hey yo fat girl, come here--are ya ticklish? Yeah, I called ya fat Look at me, I'm skinny It never stopped me from gettin' busy I'm a freak I like the girls with the boom I once got busy in a Burger King bathroom I'm crazy Allow me to amaze thee They say I'm ugly but it just don't faze me I'm still gettin' in the girls' pants And I even got my own dance The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump People say ""Yo, Humpty, you're really funny lookin'"" That's all right 'cause I get things cookin' Ya stare, ya glare, ya constantly try to compare me But ya can't get near me I give 'em more, see, and on the floor, be All the girls they adore me Oh yes, ladies, I'm really bein' sincere 'Cause in a 69 my humpty nose will tickle ya rear My nose is big, uh-uh I'm not ashamed Big like a pickle, I'm still gettin' paid I get laid by the ladies, ya know I'm in charge Both how I'm livin' and my nose is large I get stoopid, I shoot an arrow like Cupid I use a word that don't mean nothin', like looptid I sang on Doowhutchalike, and if ya missed it I'm the one who said just grab 'em in the biscuits Also told ya that I like to bite Well, yeah, I guess it's obvious, I also like to write All ya had to do was give Humpty a chance And now I'm gonna do my dance The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Oh, yeah, that's the break, y'all Let me hear a little bit of that bass groove right here Oh, yeah! Now that I told ya a little bit about myself Let me tell ya a little bit about this dance It's real easy to do--check it out First I limp to the side like my leg was broken Shakin' and twitchin' kinda like I was smokin' Crazy wack funky People say ya look like M.C. Hammer on crack, Humpty That's all right 'cause my body's in motion It's supposed to look like a fit or a convulsion Anyone can play this game This is my dance, y'all, Humpty Hump's my name No two people will do it the same Ya got it down when ya appear to be in pain Humpin', funkin', jumpin' Jig around, shakin' ya rump And when the dude a chump pump points a finger like a stump Tell him step off, I'm doin' the Hump The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Black people, do the Humpty Hump, do the Humpty Hump White people, do the Humpty Hump, do the Humpty Hump Puerto Ricans, do the Humpty Hump, just keep on doin' the hump Samoans, do the Humpty Hump, do the Humpty Hump Let's get stoopid! The Humpty Dance is your chance to do the hump Do the Humpty Hump, come on and do the Humpty Hump Do the Humpty Hump, just watch me do the Humpty Hump Do ya know what I'm doin', doin' the Humpty Hump Do the Humpty Hump, do the Humpty Hump Oh, yeah, come on and break it down Once again, the Underground is in the house I'd like to send a shout out to the whole world Keep on doin' the Humpty Dance And to the ladies Peace and humptiness forever"
Electric Relaxation,Tribe Called Quest,Other,"Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Honey, check it out, you got me mesmerized With your black hair and fat-ass thighs Street poetry is my everyday But yo, I gotta stop when you trot my way If I was working at the club you would not pay Ay yo, my man Phife Diggy, he got something to say I like 'em brown, yellow, Puero Rican or Haitian (uh) Name is Phife Dawg from the Zulu Nation Told you in the jam that we can get down Now let's knock the boots like the group H-Town You got BBD all on your bedroom wall But I'm above the rim and this is how I ball A gritty little something on the New York streets This is how I represent over this here beat Talking 'bout you Yo, I took you out But sex was on my mind for the whole damn route My mind was in a frenzy and a horny state But I couldn't drop dimes 'cause you couldn't relate Relax yourself girl, please settle down (you couldn't relate) Relax yourself girl, please settle down (you couldn't relate) Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Stretch out your legs, let me make you bawl Drive you insane, drive you up the wall Staring at your dome-piece, very strong Stronger than pride, stronger than Teflon Take you on the ave and you buy me links Now I wanna pound the putang until it stinks You can be my mama and I'll be your boy Original rude bwoy, never am I coy You can be a shorty in my ill convoy Not to come across as a thug or a hood (what?) But hon', you got the goods, like Madelyne Woods By the way, my name's Malik, The Five-Foot Freak Let's say we get together by the end of the week She simply said, ""No, "" labeled me a hoe I said, ""How you figure?"" ""My friends told me so"" I hate when silly groupies wanna run they yap Word to God, hon', I don't get down like that I'll have you weak in the knees that you could hardly speak Or we could do like Uncle L and swing an ep in my Jeep Keep it on the down, yo, we keep it discrete See, I'm not the type of kid to have my biz in the streets If my mom don't approve, then I'll just elope Let me save the little man from inside the boat Let me hit it from the back, girl I won't catch a hernia Bust off on your couch, now you got Seamen's Furniture Shaheed, Phife and the Extra P Stacy Beadle, PJ and my man LG They know the Abstract is really soul on ice The character is of men, never ever of mice Shorty let me tell you about my only vice It has to do with lots of loving and it ain't nothing nice Relax yourself, girl, please settle down (it ain't nothing nice) Relax yourself, girl, please settle down (it ain't nothing nice) Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down Relax yourself, girl, please settle down"
Till I Collapse,Eminem,Other,"Cause sometimes you just feel tired, you feel weak And when you feel weak you feel like you want to just give up But you gotta search within you, you gotta find that inner strength And just pull that shit out of you and get that motivation to not give up And not be a quitter, no matter how bad you want to just fall flat on your face and collapse 'Til I collapse I'm spilling these raps long as you feel 'em 'Til the day that I drop you'll never say that I'm not killing 'em 'Cause when I am not then I'm a stop pinning them And I am not hip-hop and I'm just not Eminem Subliminal thoughts when I'm stop sending them Women are caught in webs spin and hock venom Adrenaline shots of penicillin could not get the illin' to stop Amoxicillin is just not real enough The criminal cop killing hip-hop filling a Minimal swap to cop millions of Pac listeners You're coming with me, feel it or not You're gonna fear it like I showed you the spirit of god lives in us You hear it a lot, lyrics that shock, is it a miracle Or am I just a product of pop fizzing up For shizzle my whizzle this is the plot listen up You Bizzles forgot Slizzle does not give a fuck 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Music is like magic there's a certain feeling you get When you're real and you spit and people are feeling your shit This is your moment and every single minute you spittin' Trying to hold onto it 'cause you may never get it again So while you're in it try to get as much shit as you can And when your run is over just admit when it's at its end 'Cause I'm at the end of my wits with half the shit that gets in I got a list, here's the order of my list that it's in; It goes, Reggie, Jay-Z, Tupac and Biggie Andre from Outkast, Jada, Kurupt, Nas and then me But in this industry I'm the cause of a lot of envy So when I'm not put on this list the shit does not offend me That's why you see me walk around like nothing's bothering me Even though half you people got a fuckin' problem with me You hate it but you know respect you've got to give me The press's wet dream like Bobby and Whitney, Nate hit me 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Soon as a verse starts I eat at an MC's heart What is he thinking? Enough to not go against me, smart And its absurd how people hang on every word I'll probably never get the props I feel I ever deserve But I'll never be served my spot is forever reserved If I ever leave earth that would be the death of me first 'Cause in my heart of hearts I know nothing could ever be worse That's why I'm clever when I put together every verse My thoughts are sporadic, I act like I'm an addict I rap like I'm addicted to smack like I'm Kim Mathers But I don't want to go forth and back in constant battles The fact is I would rather sit back and bomb some rappers' So this is like a full blown attack I'm launching at 'em The track is on some battling raps who want some static 'Cause I don't really think that the fact that I'm Slim matters A plaque of platinum status is whack if I'm not the baddest 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. 'Til the roof comes off, till the lights go out 'Til my legs give out, can't shut my mouth. 'Til the smoke clears out and my high perhaps I'm a rip this shit till my bone collapse. Until the roof (Until the roof) The roof comes off (The roof comes off) Until my legs (Until my legs) Give out from underneath me (Underneath me, I) I will not fall I will stand tall Feels like no one can beat me"
Wats Wrong,Isaiah Rashad,Other,"Cut my hair and bump my head and fell on top And run on sins, and front on friends If we don't win then pay your Tithes and mend your fins And we alright, the KO kins on big o' rims And LA hoes, if that ain't rolled up, I ain't go I ain't home, I ain't them, I ain't them No more ends and no more trends And photo tint and photo lens, notice this Pour this shit, bonafide, woe is me Bowl of grease, naked pimp, beamin' up, clean as fuck Other side chill for niggas, makin' life look clear for niggas Hill for niggas, tip top cliff for niggas, this the vision side to side So give the nigga, if we honest you gon' miss a nigga Twisted with 'em, this the isms See your bitch might kiss a nigga, which nigga? Get specific Big ass pot, wrist is glistened, your list is shit And your, if it isn't, let's call some titties and scar your face The robe of wrongs has caught a case Other niggas they mob like Cartise from far away All my niggas like: ""Calm down"" Lovin' life above a reason, just can't find it like a dozen people Catch that vibe at night, and Bobby Whitney Get too tired to write and died in prison Felt like Rob tonight, lost my God tonight? Oh, sometimes I get so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now How many souls do you touch a day? How many hoes do you fuck a day? How many flows do your thought convey? How many ""No"" you can't walk away? Depending on the way I feel, I might kill everybody around me Might heal everybody around me, how the wind blow Open your window, at the debris and never let me in I kick back with kick though Maybe if I could live a hundred years that be real? Pay me if Imma be rhymin' these homonyms Crazy my others, yeah, wait 'til my momma knew My daddy said a Mercedes had haunted him But now I got one, I'm ridin' shotgun With a three-piece chicken dinner and shot gun I bring your weekend to an end and pop one I'm in the deep end, boss nigga you not one And I believe in Kool-Aid and God's son Do you believe that Black man is our son? I made enough residuals to hide some I gave enough, my niggas know I divide some I told Zay, I'm the best rapper since twenty five Been like that for a while now, I'm twenty-nine Any nigga that disagree is a fuckin' liar Pardon me, see my alter ego was Gemini He and I been around ever since Reagan was criticized Might stay in the Trump tower for one week Spray paint all the walls and smoke weed Fuck them and fuck y'all and fuck me I proceed my last check in proceeds To all the kids, the hood, the bricks, the books To fix the blocks we on to right my wrongs The word, to give the life we live as I get... ...so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now Oh, you got two Xannies, oh, just don't forget me Love me for the moment, hug me like a sibling We ain't that important, vice cops in the kitchen Grew with Apollonia, Rob was makin' chicken Beat me down, you beat me down, reorganize my face Now when I go home, I don't know what my fam gon' say They say it ain't love cause you bought flowers yesterday Thoughts was always cheap, cheap, cheap But now let's talk 'bout me, me, me, me, me Lately I been comin', this ain't goin' how I wanted When I pull up at your window, bitch come out, you hear that beep, beep, beep Faithful as your EBT, closer than you momma can Anger when you rang up, I'm a dog but I'm gon' crawl again Freak me out, keep me out, why they always leave me out Niggas that been hatin' just can't wait to have my CD now Don't we look like CP and Nirvana on that keep me pound Please me now, I been more than late... wait Oh, sometimes I get so ahead of myself Feel like I'm runnin' in circles Oh, and I'm just holdin' onto my belt I need smoke just to exhale Oh, and I get so ahead of myself But I'll make it out somehow So roll now another one, roll one, another one up and put it All in the air now All in the air now I called to tell you the story, man A few years ago I gave my pops, uh Cilvia, Cilvia Demo And my pops said, uh He listened to it for about a week, he came back to me, he said, uh He said: ""Dang boy, why -"" ""They talkin' 'bout -"" ""He gon' run up in somebody house..."" ""He... he talkin' 'bout you?"""
